[475;413#2598
 433;397#2381
 68;214#872
 271;199#1245
 188;376#1559
 61;45#380
 473;52#1638
 29;449#1544
 215;224#1173
 356;433#2273
 478;174#1874
 171;375#1530
 85;411#1467
 131;253#1066
 41;175#718
 498;206#2019
 475;363#2425
 392;410#2269
 190;182#1027
 215;341#1505
 18;497#1717
 264;440#1971
 332;435#2194
 123;346#1326
 383;135#1459
 429;332#2140
 18;318#1135
 404;352#2127
 437;438#2546
 78;35#423
 369;336#1948
 70;43#423
 147;141#852
 39;337#1218
 417;75#1490
 460;122#1707
 66;348#1246
 279;157#1193
 206;346#1492
 447;373#2352
 477;214#1946
 267;54#999
 325;255#1555
 114;325#1243
 157;108#793
 139;200#982
 161;109#814
 344;201#1448
 195;295#1312
 256;485#2127
 19;320#1141
 51;77#482
 50;368#1301
 55;454#1592
 285;78#1086
 241;163#1088
 269;314#1565
 218;6#853
 230;220#1212
 79;79#576
 474;475#2826
 63;49#404
 245;1#929
 308;26#1114
 328;233#1512
 416;19#1444
 155;83#729
 105;117#708
 326;331#1812
 367;252#1687
 259;367#1723
 341;100#1267
 481;306#2223
 44;183#752
 61;130#640
 228;427#1841
 240;481#2082
 91;404#1451
 66;52#424
 385;80#1378
 230;186#1155
 495;321#2332
 60;341#1227
 231;486#2080
 407;356#2149
 68;389#1378
 254;483#2120
 139;76#683
 194;267#1262
 322;130#1256
 210;17#812
 68;276#1043
 154;240#1108
 417;55#1471
 478;384#2512
 278;464#2108
 493;151#1900
 10;428#1474
 184;28#763
 218;378#1640
 419;71#1487
 266;474#2116
 90;409#1467
 487;478#2902
 131;494#1848
 304;485#2245
 305;150#1249
 258;318#1557
 333;190#1407
 218;334#1492
 423;148#1622
 66;392#1394
 164;353#1430
 132;256#1084
 357;428#2270
 64;418#1488
 417;169#1644
 215;102#912
 193;132#940
 353;406#2163
 177;207#1070
 261;123#1094
 290;129#1180
 157;72#716
 163;231#1125
 296;15#1063
 422;373#2264
 376;173#1526
 353;78#1274
 30;383#1348
 314;20#1105
 467;210#1924
 2;90#438
 56;156#705
 277;190#1227
 422;197#1720
 297;73#1103
 142;236#1060
 22;196#788
 329;297#1697
 255;218#1281
 244;492#2134
 300;198#1310
 359;360#2007
 192;56#788
 280;492#2218
 488;106#1761
 312;102#1172
 208;48#831
 257;159#1131
 467;187#1866
 149;177#942
 347;274#1690
 433;6#1509
 261;72#999
 46;88#501
 399;94#1431
 176;335#1399
 145;80#698
 157;398#1552
 441;244#1903
 316;162#1313
 382;301#1874
 157;445#1713
 353;36#1245
 452;77#1590
 191;171#1003
 481;366#2466
 364;234#1621
 449;164#1758
 198;210#1093
 221;484#2044
 89;37#478
 113;394#1449
 288;136#1181
 387;177#1573
 226;477#2031
 122;452#1686
 388;58#1362
 438;303#2095
 218;258#1285
 306;187#1308
 80;377#1352
 80;342#1254
 45;484#1697
 277;197#1249
 70;347#1253
 101;345#1258
 390;270#1817
 83;279#1066
 337;10#1177
 178;207#1079
 102;276#1090
 439;55#1530
 483;257#2107
 197;479#1928
 378;146#1461
 12;496#1720
 277;17#1014
 478;490#2913
 123;105#727
 24;306#1120
 235;90#948
 173;296#1256
 164;412#1616
 83;416#1484
 396;344#2063
 81;342#1256
 201;181#1055
 410;482#2622
 248;99#1006
 456;149#1752
 474;231#1994
 483;45#1656
 212;271#1305
 461;89#1642
 400;258#1810
 162;428#1673
 234;431#1869
 299;437#2069
 275;414#1900
 410;460#2537
 333;90#1244
 479;359#2427
 491;287#2240
 430;20#1495
 113;234#998
 255;382#1755
 373;197#1558
 495;164#1925
 120;296#1179
 1;52#262
 489;372#2509
 422;195#1716
 210;418#1750
 359;490#2478
 451;392#2419
 75;416#1482
 346;51#1238
 469;199#1886
 473;374#2471
 138;136#818
 184;497#1965
 48;191#777
 403;374#2199
 191;427#1738
 319;140#1282
 227;223#1204
 97;5#482
 221;328#1486
 209;418#1746
 465;259#2047
 42;456#1601
 378;142#1458
 444;183#1774
 236;152#1056
 183;44#771
 320;97#1191
 385;454#2432
 69;452#1605
 262;249#1369
 169;252#1181
 364;252#1685
 328;450#2224
 493;203#1986
 312;184#1330
 12;47#240
 97;411#1484
 113;32#538
 474;361#2412
 20;387#1340
 55;25#313
 384;172#1555
 201;11#805
 364;410#2206
 486;204#1963
 299;423#2026
 219;21#843
 260;11#971
 364;350#1984
 322;466#2249
 442;149#1701
 96;351#1282
 488;436#2736
 168;441#1728
 175;28#735
 362;136#1397
 112;4#536
 182;241#1174
 138;92#732
 31;284#1035
 422;393#2332
 30;17#183
 459;78#1620
 84;243#972
 78;12#403
 120;328#1263
 385;289#1861
 177;147#927
 172;390#1565
 300;490#2259
 152;258#1132
 249;496#2158
 375;157#1469
 366;74#1311
 383;387#2182
 418;445#2501
 225;481#2045
 473;168#1856
 6;10#67
 28;133#593
 196;478#1927
 211;497#2038
 31;499#1736
 164;145#901
 66;446#1590
 239;70#948
 194;304#1329
 261;52#984
 441;131#1674
 434;481#2698
 7;473#1655
 417;484#2664
 2;111#533
 445;18#1545
 399;210#1674
 210;183#1093
 183;434#1737
 289;380#1863
 369;351#2003
 344;159#1389
 96;429#1550
 314;470#2249
 59;360#1294
 358;212#1534
 302;247#1463
 69;78#525
 278;443#2033
 177;427#1694
 454;187#1808
 354;127#1352
 332;290#1699
 151;61#686
 21;46#280
 235;473#2034
 492;124#1815
 132;436#1647
 1;207#822
 268;250#1391
 207;218#1142
 325;377#1960
 16;373#1299
 307;28#1117
 2;155#663
 125;156#831
 324;166#1342
 343;238#1562
 302;287#1598
 104;383#1394
 271;333#1629
 229;391#1702
 322;191#1371
 89;160#784
 232;340#1557
 221;491#2057
 280;376#1804
 326;494#2374
 16;39#223
 254;312#1531
 139;281#1167
 113;458#1688
 119;246#1037
 260;408#1848
 216;114#936
 120;51#598
 174;30#731
 292;343#1729
 57;366#1315
 486;489#2944
 469;47#1605
 349;389#2079
 325;21#1143
 127;49#614
 68;56#443
 2;441#1524
 400;443#2428
 38;63#370
 296;417#1990
 329;396#2037
 55;77#497
 303;410#2002
 376;303#1861
 431;0#1505
 7;32#160
 187;418#1695
 36;266#985
 470;391#2502
 380;218#1619
 449;275#2039
 309;164#1304
 447;266#2011
 423;25#1473
 169;10#727
 483;297#2225
 352;437#2261
 123;390#1453
 388;327#1967
 47;186#763
 440;166#1716
 71;493#1734
 395;405#2284
 258;264#1395
 180;341#1425
 367;122#1383
 305;180#1312
 445;43#1547
 344;300#1763
 157;15#679
 175;141#914
 499;401#2645
 87;438#1556
 383;355#2063
 402;86#1438
 454;306#2173
 56;191#787
 319;480#2297
 169;141#914
 212;373#1604
 284;440#2030
 390;127#1483
 286;198#1271
 356;82#1301
 468;43#1615
 30;98#503
 477;233#2010
 162;445#1729
 38;37#284
 480;475#2858
 268;156#1158
 197;393#1618
 243;246#1308
 405;144#1556
 67;52#433
 172;422#1671
 41;314#1140
 410;492#2669
 398;201#1653
 354;393#2111
 354;481#2429
 92;276#1060
 85;334#1236
 231;175#1124
 168;276#1202
 373;145#1445
 320;270#1590
 440;83#1567
 39;211#832
 373;177#1525
 315;421#2072
 488;360#2468
 145;286#1192
 246;108#1009
 347;324#1837
 282;97#1086
 55;235#921
 91;350#1290
 398;319#1982
 342;145#1349
 59;204#841
 343;365#1970
 401;398#2277
 316;93#1189
 144;450#1712
 133;288#1180
 417;258#1871
 456;89#1625
 185;378#1563
 18;223#855
 186;171#995
 173;131#884
 297;334#1718
 202;332#1446
 288;312#1607
 216;386#1654
 311;492#2297
 337;197#1421
 389;481#2556
 310;57#1119
 264;181#1183
 96;53#539
 2;186#757
 190;12#775
 294;452#2107
 437;408#2434
 445;132#1689
 296;150#1224
 283;32#1034
 88;166#801
 33;6#173
 177;461#1820
 25;168#703
 52;20#286
 403;312#1980
 177;323#1356
 465;88#1653
 76;270#1021
 297;21#1086
 173;438#1719
 473;118#1729
 492;419#2694
 35;68#380
 100;435#1578
 303;445#2115
 29;380#1333
 62;335#1212
 203;233#1164
 227;415#1803
 188;165#984
 49;205#824
 377;288#1832
 478;448#2759
 373;6#1306
 478;345#2379
 182;453#1800
 112;15#545
 98;60#572
 250;22#932
 15;126#567
 391;214#1663
 88;363#1332
 253;384#1757
 297;35#1086
 239;230#1270
 147;330#1326
 161;151#910
 286;18#1043
 155;35#684
 110;138#760
 354;370#2019
 329;161#1366
 16;114#536
 419;210#1744
 479;127#1776
 224;478#2024
 139;495#1888
 357;279#1739
 281;418#1931
 498;473#2900
 140;246#1081
 76;49#462
 224;355#1574
 60;37#361
 450;123#1675
 379;59#1332
 160;331#1362
 245;366#1681
 17;266#994
 235;332#1541
 273;161#1176
 298;185#1279
 468;216#1944
 246;411#1819
 241;278#1390
 107;200#910
 275;15#1006
 224;286#1379
 7;129#598
 223;470#1987
 273;80#1053
 41;371#1313
 482;8#1674
 49;218#854
 493;408#2654
 20;454#1570
 339;458#2294
 94;21#473
 424;481#2669
 335;48#1193
 370;240#1649
 465;205#1897
 488;91#1733
 249;345#1630
 81;353#1290
 269;283#1472
 41;412#1454
 329;229#1491
 66;409#1450
 24;329#1178
 273;498#2205
 393;157#1535
 73;250#975
 342;213#1486
 66;11#345
 285;394#1895
 394;11#1377
 93;143#748
 254;104#1028
 336;169#1382
 268;176#1182
 152;395#1527
 8;397#1384
 221;233#1221
 354;459#2363
 185;78#795
 261;251#1369
 112;51#570
 2;215#855
 127;268#1116
 307;276#1579
 4;95#472
 124;42#582
 170;103#819
 254;182#1165
 395;377#2178
 75;136#697
 315;282#1623
 133;240#1050
 198;143#971
 119;376#1401
 297;467#2169
 206;316#1404
 166;470#1844
 314;443#2155
 215;199#1120
 443;256#1948
 171;450#1762
 29;146#644
 481;158#1861
 234;32#887
 98;345#1261
 417;473#2609
 499;169#1948
 204;47#827
 471;495#2886
 112;176#860
 384;227#1661
 48;25#275
 2;300#1090
 164;485#1881
 294;146#1214
 362;263#1702
 184;170#985
 117;343#1312
 484;410#2625
 81;442#1567
 89;52#520
 306;371#1870
 296;222#1379
 453;379#2395
 227;216#1189
 239;133#1032
 387;137#1474
 52;465#1638
 421;4#1467
 446;289#2074
 383;404#2223
 417;353#2160
 247;390#1746
 360;315#1857
 77;250#975
 323;130#1260
 429;123#1612
 226;206#1168
 223;42#885
 110;216#948
 77;192#827
 264;305#1524
 321;27#1143
 489;181#1944
 13;178#722
 237;290#1423
 485;156#1885
 192;450#1818
 323;302#1697
 181;123#883
 356;42#1258
 205;162#1026
 12;351#1241
 76;437#1546
 6;166#699
 320;62#1146
 1;474#1659
 114;265#1086
 140;60#677
 253;244#1334
 319;68#1148
 130;169#893
 117;61#594
 344;122#1312
 154;487#1867
 401;304#1961
 365;151#1428
 77;115#652
 246;255#1336
 134;184#930
 103;279#1104
 13;285#1051
 134;425#1611
 427;68#1507
 460;237#1973
 208;68#857
 358;91#1316
 24;135#597
 277;267#1464
 361;230#1604
 189;97#847
 155;364#1447
 381;195#1579
 492;374#2529
 119;267#1092
 337;206#1452
 100;394#1426
 144;123#814
 258;301#1498
 172;225#1109
 164;22#699
 489;478#2906
 464;66#1631
 239;369#1670
 489;454#2818
 48;49#351
 290;256#1459
 340;280#1683
 40;52#348
 370;160#1473
 74;78#549
 264;307#1527
 111;181#876
 66;380#1341
 72;452#1608
 201;234#1166
 282;380#1829
 448;124#1672
 200;242#1186
 168;296#1245
 320;75#1169
 403;332#2059
 329;350#1873
 430;470#2625
 149;173#932
 297;229#1398
 188;405#1647
 272;494#2205
 499;228#2087
 429;84#1531
 378;134#1448
 46;329#1190
 334;34#1188
 245;256#1347
 11;205#812
 418;92#1505
 137;249#1078
 13;8#86
 486;12#1690
 499;154#1931
 488;244#2076
 38;51#327
 83;489#1737
 353;172#1455
 216;9#842
 138;455#1727
 429;481#2678
 370;167#1492
 109;381#1402
 393;416#2302
 203;466#1910
 299;340#1748
 3;303#1104
 8;469#1636
 369;263#1732
 27;221#863
 334;94#1241
 277;111#1113
 487;393#2572
 378;44#1333
 261;268#1410
 442;400#2426
 0;177#732
 70;217#885
 422;270#1932
 27;341#1223
 435;369#2290
 201;233#1170
 119;273#1103
 281;177#1217
 191;325#1385
 489;105#1759
 445;425#2517
 10;112#533
 121;225#988
 436;391#2364
 102;450#1637
 374;202#1572
 351;406#2156
 419;53#1469
 378;255#1724
 29;404#1412
 242;381#1714
 153;138#861
 11;409#1413
 201;133#956
 18;218#838
 322;243#1516
 133;268#1125
 312;359#1856
 358;52#1284
 239;96#965
 145;157#880
 138;24#612
 53;101#565
 488;485#2919
 406;326#2036
 442;48#1534
 236;256#1314
 391;354#2083
 339;56#1210
 361;362#2029
 249;68#982
 300;120#1176
 20;196#774
 181;242#1180
 359;54#1279
 91;217#915
 287;371#1811
 27;332#1192
 190;58#788
 17;327#1169
 99;76#624
 30;231#880
 403;124#1520
 145;52#672
 163;331#1371
 146;227#1065
 495;384#2578
 494;139#1865
 234;454#1955
 111;243#1013
 431;34#1515
 23;258#964
 57;54#398
 304;80#1132
 139;115#783
 289;295#1567
 450;342#2254
 442;413#2482
 353;201#1486
 260;489#2159
 411;140#1564
 436;33#1527
 63;264#1004
 444;200#1809
 97;313#1161
 291;380#1866
 152;495#1892
 160;433#1688
 134;17#603
 296;152#1232
 472;433#2670
 418;491#2693
 198;52#800
 1;328#1175
 461;338#2286
 355;452#2333
 482;176#1894
 177;219#1101
 319;443#2165
 103;331#1227
 23;214#827
 7;294#1069
 420;331#2103
 401;300#1948
 84;12#440
 498;439#2768
 206;68#852
 384;193#1581
 491;240#2095
 69;278#1050
 85;296#1103
 386;313#1924
 57;464#1638
 309;30#1119
 46;112#575
 122;201#940
 330;96#1224
 104;460#1667
 120;489#1808
 199;256#1223
 266;290#1488
 393;372#2154
 380;412#2237
 338;155#1361
 329;329#1814
 237;191#1186
 190;68#812
 497;380#2566
 333;276#1651
 326;459#2240
 132;1#613
 470;413#2581
 19;117#539
 218;56#872
 281;379#1818
 399;221#1697
 94;436#1569
 456;214#1890
 183;175#1001
 7;415#1438
 260;42#977
 353;145#1383
 338;20#1192
 246;444#1933
 4;158#669
 455;228#1921
 261;28#965
 473;452#2744
 223;431#1842
 266;398#1836
 318;412#2059
 28;201#807
 177;451#1774
 405;309#1981
 182;17#747
 360;434#2295
 450;56#1566
 12;131#587
 237;1#915
 191;51#784
 311;264#1548
 377;287#1828
 233;155#1063
 184;337#1405
 69;476#1692
 248;243#1316
 112;364#1354
 290;422#1973
 155;186#979
 444;20#1546
 63;469#1663
 257;235#1331
 136;236#1049
 193;157#993
 352;180#1451
 213;21#825
 357;191#1493
 492;338#2388
 213;362#1560
 153;231#1086
 28;357#1264
 120;374#1397
 166;105#810
 411;12#1417
 31;234#889
 6;155#655
 147;194#989
 491;137#1844
 293;182#1261
 333;367#1948
 401;344#2080
 458;388#2440
 202;447#1853
 236;35#895
 208;313#1403
 228;160#1077
 411;410#2352
 287;251#1440
 52;302#1094
 72;366#1311
 188;2#784
 154;161#911
 380;277#1800
 446;381#2386
 433;271#1968
 440;431#2529
 319;104#1188
 99;186#869
 40;302#1106
 321;346#1829
 485;193#1947
 162;389#1545
 2;87#432
 259;318#1554
 163;144#901
 184;0#780
 162;303#1268
 300;450#2119
 256;295#1476
 19;346#1219
 135;296#1212
 120;375#1401
 226;352#1577
 301;487#2241
 123;463#1724
 418;254#1858
 94;309#1155
 83;128#694
 173;430#1699
 186;55#777
 407;205#1686
 260;241#1351
 1;441#1526
 355;230#1586
 150;103#782
 414;480#2629
 236;75#947
 372;475#2489
 114;24#548
 443;287#2057
 293;136#1201
 297;429#2033
 19;271#1010
 68;272#1032
 175;331#1388
 417;30#1458
 80;9#416
 420;248#1847
 471;261#2082
 149;271#1153
 289;185#1250
 414;217#1751
 296;289#1567
 31;480#1659
 54;400#1407
 403;424#2365
 39;195#788
 54;488#1726
 358;304#1807
 352;415#2199
 11;86#423
 17;21#140
 160;22#677
 381;478#2525
 272;491#2198
 349;240#1586
 309;363#1858
 121;286#1153
 57;467#1641
 53;438#1534
 449;447#2624
 36;66#394
 117;140#777
 6;55#278
 210;13#822
 251;224#1290
 396;149#1527
 414;473#2605
 464;146#1782
 317;479#2285
 145;41#651
 50;455#1600
 238;66#940
 143;394#1509
 180;404#1637
 175;374#1524
 406;356#2145
 287;141#1195
 302;21#1094
 429;117#1597
 403;472#2552
 479;71#1685
 204;240#1189
 253;320#1558
 444;393#2409
 229;411#1774
 135;93#719
 153;229#1084
 262;244#1371
 118;67#615
 217;181#1103
 402;446#2435
 177;473#1854
 430;342#2182
 112;430#1580
 232;172#1121
 32;218#866
 8;272#996
 484;491#2944
 105;331#1235
 122;236#1018
 105;275#1094
 360;410#2197
 487;163#1895
 360;17#1267
 293;265#1498
 144;187#957
 64;0#335
 205;426#1771
 76;33#407
 412;175#1642
 92;64#571
 433;464#2615
 423;182#1698
 117;292#1172
 274;374#1790
 93;285#1105
 213;318#1425
 406;193#1648
 345;124#1314
 41;95#516
 282;309#1596
 321;313#1722
 11;407#1402
 293;415#1978
 101;344#1257
 289;31#1062
 269;25#984
 302;421#2035
 26;46#265
 421;319#2063
 441;147#1699
 133;157#851
 326;239#1509
 154;21#659
 83;267#1030
 360;254#1672
 438;327#2160
 359;433#2289
 31;23#201
 435;428#2503
 221;49#876
 155;215#1060
 226;238#1243
 365;410#2209
 159;309#1282
 317;165#1320
 319;395#2003
 334;471#2313
 494;76#1766
 410;126#1549
 357;158#1425
 454;105#1637
 326;30#1168
 223;217#1179
 121;61#603
 418;170#1650
 61;63#452
 353;173#1448
 475;314#2242
 38;372#1314
 416;384#2277
 117;92#678
 87;19#449
 434;285#2021
 270;387#1813
 458;408#2521
 456;136#1732
 222;251#1272
 210;306#1382
 220;58#877
 474;488#2887
 267;272#1438
 202;86#858
 51;44#345
 241;403#1784
 1;151#662
 169;343#1410
 342;138#1325
 264;286#1466
 102;281#1112
 462;405#2519
 219;74#888
 378;163#1503
 288;77#1091
 22;349#1232
 213;336#1484
 220;55#880
 482;51#1662
 242;68#952
 33;356#1262
 335;34#1190
 216;131#970
 475;202#1926
 383;143#1472
 48;250#955
 247;243#1317
 346;194#1453
 419;453#2537
 104;259#1060
 199;47#810
 92;90#634
 493;237#2089
 66;153#715
 374;102#1396
 151;130#841
 297;326#1690
 262;349#1683
 92;488#1747
 259;165#1136
 321;453#2203
 94;207#894
 115;486#1799
 46;127#613
 49;483#1699
 364;58#1288
 445;197#1816
 230;334#1537
 113;437#1619
 446;60#1556
 13;110#525
 10;250#936
 298;442#2086
 187;448#1796
 62;58#433
 456;154#1768
 447;392#2415
 425;288#1995
 157;96#772
 180;232#1139
 59;55#402
 72;70#509
 168;311#1301
 104;497#1791
 362;353#1991
 412;262#1860
 240;414#1813
 22;421#1450
 354;125#1346
 194;138#942
 351;426#2228
 378;405#2198
 382;407#2214
 243;476#2070
 195;494#1978
 44;87#494
 429;101#1544
 7;83#409
 154;19#660
 9;215#838
 45;332#1196
 339;436#2215
 348;282#1713
 288;113#1135
 387;169#1546
 289;104#1114
 187;290#1277
 228;205#1171
 51;153#684
 275;404#1886
 292;138#1200
 351;137#1361
 218;200#1129
 448;311#2172
 204;52#818
 270;496#2198
 158;363#1455
 317;466#2232
 386;26#1349
 9;277#1013
 333;143#1320
 347;48#1245
 339;91#1252
 295;111#1132
 44;29#266
 305;131#1213
 498;195#2001
 99;260#1039
 142;110#780
 229;192#1150
 316;440#2139
 494;148#1896
 448;204#1842
 94;358#1307
 126;462#1731
 66;191#814
 84;186#827
 249;269#1393
 332;464#2273
 376;0#1329
 205;160#1027
 246;147#1083
 256;70#992
 199;125#926
 287;332#1679
 273;98#1066
 310;79#1159
 346;122#1315
 78;412#1461
 125;68#641
 46;428#1503
 337;434#2197
 214;6#845
 321;40#1169
 325;497#2379
 145;231#1062
 431;96#1542
 298;236#1415
 437;325#2153
 300;95#1131
 396;487#2601
 109;485#1764
 260;395#1805
 446;387#2389
 171;179#978
 62;499#1762
 418;300#2007
 362;40#1277
 226;201#1146
 469;143#1799
 363;26#1274
 41;98#527
 403;154#1579
 334;304#1746
 498;384#2584
 349;210#1494
 204;379#1592
 439;260#1950
 136;433#1637
 287;57#1054
 288;322#1656
 313;399#1986
 338;22#1180
 252;182#1171
 348;497#2457
 258;19#953
 384;28#1341
 34;161#687
 258;460#2035
 260;108#1051
 357;292#1770
 496;146#1893
 445;160#1736
 488;238#2077
 84;172#795
 463;83#1639
 291;313#1622
 119;377#1404
 318;343#1809
 173;419#1656
 48;87#510
 86;242#977
 41;491#1717
 299;107#1146
 403;219#1711
 387;22#1356
 286;247#1422
 276;366#1765
 204;316#1400
 85;12#441
 453;140#1733
 352;33#1237
 486;449#2786
 47;28#279
 133;494#1854
 498;243#2114
 471;294#2167
 171;127#867
 248;293#1448
 58;146#686
 334;171#1377
 370;313#1867
 369;326#1922
 319;132#1253
 106;194#905
 26;64#350
 456;442#2643
 273;12#995
 434;156#1693
 430;285#2012
 385;315#1925
 150;284#1188
 59;413#1464
 194;371#1542
 173;149#928
 167;364#1481
 240;485#2093
 433;333#2172
 269;180#1187
 116;128#762
 152;19#655
 132;295#1196
 126;451#1683
 130;480#1800
 187;73#801
 361;260#1692
 209;207#1131
 391;282#1871
 495;343#2420
 358;77#1294
 31;265#987
 392;343#2044
 430;197#1748
 332;308#1759
 364;114#1369
 314;481#2280
 265;378#1781
 229;71#922
 267;400#1839
 321;150#1300
 395;359#2121
 291;219#1356
 425;56#1498
 480;72#1688
 228;297#1411
 285;311#1608
 370;147#1435
 350;319#1843
 398;426#2346
 136;60#659
 240;29#905
 77;471#1660
 492;345#2419
 169;368#1503
 28;294#1072
 256;243#1342
 11;319#1134
 187;453#1813
 55;68#463
 356;420#2233
 250;41#946
 323;34#1170
 122;208#964
 499;15#1741
 445;333#2200
 480;401#2573
 465;37#1620
 177;443#1752
 159;352#1417
 15;198#783
 35;240#911
 123;236#1023
 79;92#634
 301;462#2173
 116;157#818
 100;312#1174
 203;347#1486
 285;88#1085
 318;315#1728
 6;391#1373
 298;469#2175
 169;310#1300
 393;232#1699
 101;124#716
 435;8#1508
 75;239#951
 259;411#1857
 234;77#932
 112;284#1138
 79;116#647
 345;161#1395
 215;281#1348
 465;25#1622
 388;41#1365
 487;136#1828
 254;96#1010
 353;304#1793
 80;93#631
 351;179#1448
 403;257#1817
 362;283#1761
 230;490#2088
 179;5#756
 334;411#2113
 304;187#1303
 359;297#1783
 454;285#2086
 200;123#925
 93;221#933
 440;470#2664
 226;60#900
 364;298#1807
 44;407#1429
 85;216#910
 407;415#2343
 102;302#1153
 36;176#719
 243;193#1196
 238;45#927
 467;196#1877
 476;489#2894
 448;57#1567
 153;450#1737
 57;64#442
 450;146#1729
 98;379#1382
 18;418#1452
 317;406#2030
 160;301#1257
 74;168#757
 479;12#1671
 422;416#2416
 332;28#1175
 398;39#1394
 365;248#1672
 199;378#1571
 424;364#2232
 333;427#2161
 271;433#1964
 376;491#2544
 365;377#2084
 41;179#736
 209;429#1791
 275;460#2077
 227;330#1514
 319;307#1699
 106;0#518
 72;464#1644
 368;85#1333
 460;92#1651
 348;483#2404
 130;487#1830
 72;231#919
 232;19#877
 264;59#991
 462;358#2373
 327;164#1343
 429;494#2728
 280;4#1024
 290;80#1102
 342;268#1661
 424;96#1518
 228;145#1027
 473;305#2206
 465;95#1662
 279;405#1900
 127;131#788
 438;79#1557
 24;55#318
 196;119#908
 281;18#1021
 401;204#1665
 103;179#862
 110;234#993
 423;460#2578
 261;487#2149
 365;198#1525
 215;223#1168
 126;298#1192
 301;168#1274
 169;125#857
 298;10#1070
 246;121#1038
 56;130#634
 422;470#2609
 466;274#2087
 325;469#2271
 74;7#382
 373;242#1669
 393;441#2389
 324;147#1312
 260;348#1671
 137;120#799
 327;197#1390
 477;316#2252
 494;203#1994
 217;349#1535
 74;245#957
 152;418#1612
 69;179#782
 392;474#2537
 187;480#1918
 160;150#900
 293;110#1135
 126;201#956
 5;65#329
 430;166#1678
 331;276#1642
 226;145#1029
 13;339#1203
 38;490#1710
 469;77#1664
 75;167#756
 198;488#1967
 75;454#1601
 299;28#1096
 143;50#652
 20;302#1094
 483;59#1686
 11;143#626
 183;249#1202
 227;348#1564
 471;425#2641
 8;89#451
 283;14#1035
 97;428#1546
 492;130#1823
 61;427#1512
 260;32#968
 276;121#1137
 100;156#784
 292;472#2170
 467;86#1653
 389;374#2152
 49;272#1018
 372;290#1816
 86;191#843
 441;341#2219
 4;15#81
 277;21#1019
 494;379#2556
 107;108#724
 381;108#1417
 143;414#1578
 191;128#924
 191;123#906
 57;487#1720
 49;367#1308
 32;331#1194
 195;132#944
 452;425#2552
 19;206#803
 354;27#1249
 62;300#1097
 443;362#2304
 159;497#1914
 79;388#1390
 33;416#1465
 148;499#1895
 301;484#2237
 233;182#1144
 479;238#2036
 378;330#1956
 408;71#1451
 413;426#2413
 142;66#673
 243;130#1039
 250;365#1692
 49;97#536
 206;67#850
 461;232#1953
 52;439#1544
 182;468#1848
 307;354#1816
 370;401#2175
 63;215#875
 200;28#797
 197;298#1316
 39;399#1401
 496;106#1785
 27;76#401
 208;459#1908
 190;287#1274
 225;39#884
 68;470#1676
 365;339#1950
 338;8#1183
 466;476#2802
 394;254#1779
 303;186#1304
 349;117#1324
 69;182#794
 377;132#1436
 290;136#1191
 341;217#1495
 312;246#1492
 158;303#1252
 157;64#711
 172;317#1331
 221;113#948
 360;131#1383
 238;473#2045
 460;465#2736
 483;434#2714
 166;267#1180
 401;466#2527
 149;398#1526
 250;477#2086
 426;461#2581
 266;69#1018
 385;277#1823
 62;237#922
 65;254#988
 267;18#982
 188;35#787
 106;304#1173
 331;379#1989
 220;124#963
 269;74#1031
 337;229#1521
 238;497#2139
 69;141#690
 156;177#949
 309;215#1385
 144;22#628
 457;441#2640
 76;18#400
 471;427#2648
 155;208#1039
 236;362#1636
 50;404#1420
 323;425#2112
 293;287#1560
 451;26#1579
 244;482#2098
 211;486#2001
 1;290#1058
 153;238#1099
 457;490#2806
 167;191#1010
 314;346#1807
 401;142#1545
 240;299#1452
 146;374#1461
 149;452#1742
 348;250#1617
 112;474#1739
 193;268#1263
 452;70#1588
 408;301#1981
 496;324#2348
 366;168#1474
 282;5#1030
 459;232#1945
 145;415#1579
 109;409#1500
 286;108#1123
 492;126#1819
 163;321#1327
 378;204#1590
 369;431#2300
 419;449#2518
 14;305#1090
 248;342#1613
 80;65#526
 193;310#1353
 190;32#782
 282;90#1080
 301;162#1264
 360;165#1453
 458;63#1606
 226;7#869
 11;74#377
 81;458#1630
 130;231#1023
 98;96#674
 397;188#1609
 235;143#1040
 125;330#1280
 27;320#1163
 232;14#891
 77;494#1742
 458;356#2345
 307;265#1535
 97;488#1749
 338;67#1206
 221;192#1133
 241;333#1564
 82;308#1147
 271;30#1005
 483;376#2509
 151;156#892
 86;105#654
 339;412#2138
 217;283#1349
 254;200#1220
 415;260#1879
 236;27#892
 424;397#2357
 414;103#1499
 63;389#1396
 35;8#177
 417;272#1912
 271;434#1970
 476;37#1650
 185;119#886
 149;379#1487
 373;471#2473
 476;402#2552
 370;492#2528
 284;310#1597
 54;138#664
 170;478#1875
 209;221#1152
 253;418#1859
 167;486#1896
 483;69#1700
 149;90#738
 1;258#972
 101;474#1719
 199;400#1645
 265;2#995
 13;380#1328
 376;78#1351
 283;430#1987
 234;425#1845
 495;453#2806
 461;466#2749
 97;118#691
 147;220#1058
 343;300#1759
 353;238#1597
 306;204#1349
 494;2#1718
 16;49#264
 326;433#2161
 309;314#1693
 348;231#1566
 156;391#1529
 193;229#1157
 436;47#1509
 233;477#2043
 203;62#827
 93;416#1496
 399;31#1397
 409;448#2477
 135;483#1819
 81;444#1575
 366;402#2176
 170;288#1227
 177;206#1068
 319;267#1576
 369;209#1551
